stop_number,stop_name,x_pos,y_pos,max_capacity,Stop_000,Stop_001,Stop_002,Stop_003,Stop_004,Stop_005,Stop_006,Stop_007,Stop_008,Stop_009,Stop_010,Stop_011,Stop_012,Stop_013,Stop_014,Stop_015,Stop_016,Stop_017,Stop_018,Stop_019,Stop_020,Stop_021,Stop_022,Stop_023,Stop_024,Stop_025,Stop_026,Stop_027,Stop_028,Stop_029,Stop_030,Stop_031,Stop_032,Stop_033,Stop_034,Stop_035,Stop_036,Stop_037,Stop_038,Stop_039,Stop_040,Stop_041,Stop_042,Stop_043,Stop_044,Stop_045,Stop_046,Stop_047,Stop_048,Stop_049,Stop_050,Stop_051,Stop_052,Stop_053,Stop_054,Stop_055,Stop_056,Stop_057,Stop_058,Stop_059,Stop_060,Stop_061,Stop_062,Stop_063,Stop_064,Stop_065,Stop_066,Stop_067,Stop_068,Stop_069,Stop_070,Stop_071,Stop_072,Stop_073,Stop_074,Stop_075,Stop_076,Stop_077,Stop_078,Stop_079,Stop_080,Stop_081,Stop_082,Stop_083,Stop_084,Stop_085,Stop_086,Stop_087,Stop_088,Stop_089,Stop_090,Stop_091,Stop_092,Stop_093,Stop_094,Stop_095,Stop_096,Stop_097,Stop_098,Stop_099,Stop_100,Stop_101,Stop_102,Stop_103,Stop_104,Stop_105,Stop_106,Stop_107,Stop_108,Stop_109,Stop_110,Stop_111,Stop_112,Stop_113,Stop_114,Stop_115,Stop_116,Stop_117,Stop_118,Stop_119,Stop_120,Stop_121,Stop_122,Stop_123,Stop_124,Stop_125,Stop_126,Stop_127,Stop_128,Stop_129,Stop_130,Stop_131,Stop_132,Stop_133,Stop_134,Stop_135,Stop_136,Stop_137,Stop_138,Stop_139,Stop_140,Stop_141,Stop_142,Stop_143,Stop_144,Stop_145,Stop_146,Stop_147,Stop_148,Stop_149,Stop_150,Stop_151,Stop_152,Stop_153,Stop_154,Stop_155,Stop_156,Stop_157,Stop_158,Stop_159,Stop_160,Stop_161,Stop_162,Stop_163,Stop_164,Stop_165,Stop_166,Stop_167,Stop_168,Stop_169,Stop_170,Stop_171,Stop_172,Stop_173,Stop_174,Stop_175,Stop_176,Stop_177,Stop_178,Stop_179,Stop_180,Stop_181,Stop_182,Stop_183,Stop_184,Stop_185,Stop_186,Stop_187,Stop_188,Stop_189,Stop_190,Stop_191,Stop_192,Stop_193,Stop_194,Stop_195,Stop_196,Stop_197,Stop_198,Stop_199,Stop_200,Stop_201,Stop_202,Stop_203,Stop_204,Stop_205,Stop_206,Stop_207,Stop_208,Stop_209,Stop_210,Stop_211,Stop_212,Stop_213,Stop_214,Stop_215,Stop_216,Stop_217,Stop_218,Stop_219,Stop_220,Stop_221,Stop_222,Stop_223,Stop_224,Stop_225,Stop_226,Stop_227,Stop_228,Stop_229,Stop_230,Stop_231,Stop_232,Stop_233,Stop_234,Stop_235,Stop_236,Stop_237,Stop_238,Stop_239,Stop_240,Stop_241,Stop_242,Stop_243,Stop_244,Stop_245,Stop_246,Stop_247,Stop_248,Stop_249,Stop_250,Stop_251,Stop_252,Stop_253,Stop_254,Stop_255,Stop_256,Stop_257,Stop_258,Stop_259,Stop_260,Stop_261,Stop_262,Stop_263,Stop_264,Stop_265,Stop_266,Stop_267,Stop_268,Stop_269,Stop_270,Stop_271,Stop_272,Stop_273,Stop_274,Stop_275,Stop_276,Stop_277,Stop_278,Stop_279,Stop_280,Stop_281,Stop_282,Stop_283,Stop_284,Stop_285,Stop_286,Stop_287,Stop_288,Stop_289,Stop_290,Stop_291,Stop_292,Stop_293,Stop_294,Stop_295,Stop_296,Stop_297,Stop_298,Stop_299
163,Stop_163,65600,1000,1199,10,1,4,10,8,7,13,2,11,6,4,3,2,3,12,3,3,15,9,10,10,9,1,3,13,4,10,6,1,11,11,2,4,1,12,13,12,11,10,5,9,7,0,10,7,8,4,0,3,9,10,8,8,2,1,6,1,0,0,8,7,10,7,7,4,9,2,2,5,7,9,3,6,4,6,5,1,6,7,5,6,3,8,2,6,2,2,0,7,1,1,0,1,6,0,7,6,3,1,1,4,6,0,4,1,1,1,3,1,2,3,1,0,0,0,2,4,4,4,4,1,0,4,2,2,3,1,1,2,2,1,3,3,1,1,1,1,0,2,0,2,1,2,2,1,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,1,0,0,1,1,0,1,0,2,2,2,1,2,1,0,0,3,2,2,2,2,3,2,1,2,1,2,1,3,4,3,3,3,3,3,4,1,4,5,1,5,3,3,4,6,5,3,2,5,6,5,3,0,1,4,0,7,4,5,4,4,6,4,7,6,7,5,0,5,6,5,0,4,7,8,9,3,1,0,9,7,7,7,4,5,5,10,6,2,7,9,7,10,9,1,5,4,9,6,6,9,5,7,0,11,5,3,6,7,7,3,5,11,11,12,5,9,12,11,4,10,19
164,Stop_164,66000,1000,1150,15,8,5,14,10,7,15,11,8,1,9,9,0,7,1,1,0,12,10,12,8,3,11,9,12,6,13,5,6,2,4,4,10,3,4,13,12,7,9,4,12,5,12,7,11,0,4,7,3,7,3,3,0,3,1,2,10,10,10,3,4,9,9,3,1,9,3,9,1,6,4,7,1,8,3,1,5,3,6,2,6,1,6,4,0,4,8,5,6,1,6,7,4,3,2,1,6,6,4,5,1,2,6,2,4,2,1,0,4,3,2,2,4,4,4,0,5,4,3,0,1,1,1,1,1,2,2,3,0,3,3,3,2,2,1,1,0,0,0,0,1,2,0,1,1,0,0,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,0,1,0,1,1,0,2,2,1,2,0,0,1,0,1,0,1,2,3,2,1,2,0,1,0,1,1,2,2,0,2,0,0,1,1,4,3,4,0,2,5,0,3,1,2,5,4,1,1,6,6,7,1,1,0,1,5,3,7,7,7,3,6,0,2,5,4,7,7,1,1,8,5,5,4,3,5,8,9,2,5,2,6,3,4,9,1,3,7,10,11,6,2,8,5,6,1,3,11,8,6,11,2,8,2,9,12,10,12,9,4,10,0,4,7,8,7,5,17
165,Stop_165,66400,1000,1216,21,1,6,10,3,12,12,4,11,4,13,11,4,4,1,13,6,13,9,6,8,14,12,2,13,7,11,6,13,8,13,2,9,4,13,10,3,11,13,6,11,0,9,6,3,8,4,10,11,9,3,3,7,8,7,7,2,7,2,3,6,6,10,4,8,3,3,9,2,5,5,0,2,5,9,8,7,6,0,8,3,5,6,2,5,7,2,8,0,6,1,4,2,7,5,3,4,2,4,4,2,4,2,3,2,1,2,5,4,2,4,2,2,4,4,4,4,2,5,1,4,4,3,3,2,3,1,2,3,0,2,3,1,2,0,3,1,2,1,1,0,1,0,1,0,1,2,0,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,2,1,1,0,1,1,1,2,0,1,3,3,0,2,3,3,2,3,1,3,1,3,2,4,4,2,3,1,4,3,3,2,0,2,5,2,0,2,2,2,4,4,4,0,4,2,4,5,4,1,0,7,2,3,1,0,6,4,5,7,1,7,2,3,4,1,1,7,6,5,8,3,6,3,7,3,0,4,2,4,0,8,5,2,9,1,7,8,3,6,9,6,6,11,11,2,3,6,4,0,9,10,6,4,6,6,0,8,11,9,3,3,6,3,13,5,7,11
166,Stop_166,66800,1000,1130,0,9,4,3,3,8,1,4,10,0,12,7,6,4,11,0,7,12,14,13,11,8,9,4,13,6,10,9,10,3,9,10,3,9,9,12,5,2,1,11,6,1,2,6,10,11,3,9,4,4,11,9,9,3,2,3,3,8,0,7,1,4,9,7,10,1,2,4,1,2,1,2,6,0,9,1,4,6,1,4,2,3,6,7,2,6,4,7,2,4,7,4,4,7,2,7,7,6,4,5,5,6,2,6,2,3,5,5,0,4,3,3,5,1,2,1,1,4,4,2,2,4,2,0,4,4,2,3,4,2,2,1,3,2,2,1,1,1,0,1,1,1,1,1,1,0,2,2,0,1,1,1,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,1,0,2,2,1,2,1,0,2,0,1,2,1,2,2,2,2,1,2,1,2,1,3,1,2,1,4,4,1,1,2,0,0,2,1,3,3,5,2,2,2,1,2,6,4,2,2,1,4,0,1,6,0,6,5,1,2,6,2,7,5,7,4,8,3,1,8,5,4,7,8,2,7,1,5,1,1,8,1,0,1,5,7,6,2,6,5,4,5,5,0,2,0,2,9,2,4,5,3,10,11,8,5,7,4,10,5,0,3,6,7,11,5,8,6,3,8,13,6,17
167,Stop_167,67200,1000,1126,28,6,14,4,11,8,6,15,7,13,9,5,6,1,4,14,15,4,9,2,2,8,7,1,1,1,14,12,6,1,8,2,13,2,2,5,0,10,6,2,4,10,11,10,8,6,10,3,1,4,8,3,4,8,9,2,1,2,3,5,10,10,4,6,8,3,7,2,7,5,4,6,2,5,4,9,5,2,2,5,2,3,1,7,5,5,4,6,3,0,7,6,2,1,3,4,3,3,3,5,5,5,2,3,5,2,5,1,3,3,4,1,5,0,5,0,5,3,5,2,3,0,2,4,1,2,3,4,3,2,3,3,1,2,0,2,1,0,1,0,1,2,2,1,1,2,1,1,0,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,1,1,1,2,0,1,1,2,2,1,1,1,0,1,0,1,2,0,2,2,0,1,4,4,4,2,2,4,2,0,3,1,4,2,5,4,4,1,1,3,0,6,0,3,4,1,6,1,0,5,2,4,1,5,6,4,5,6,2,1,7,2,4,5,7,4,3,3,7,3,5,6,4,8,4,9,1,2,4,4,1,1,7,10,0,2,3,4,7,6,0,0,0,7,5,3,2,5,4,11,10,1,0,6,2,3,3,5,8,10,7,1,7,12,12,9,24
168,Stop_168,67600,1000,1148,17,8,8,11,15,10,14,15,7,12,10,14,5,13,5,8,6,11,3,15,0,4,8,12,8,6,2,3,8,5,2,10,1,3,12,4,3,11,2,7,5,6,12,5,6,12,1,10,1,0,11,9,10,6,5,8,2,5,1,10,9,1,7,2,5,7,5,10,4,9,4,9,9,5,8,7,6,1,3,7,1,6,2,0,4,4,3,3,5,2,1,4,4,7,2,1,0,4,2,0,6,1,3,1,4,4,2,0,1,2,3,2,5,3,4,3,2,0,4,0,2,2,3,4,2,3,3,3,1,4,1,1,2,1,2,0,0,1,3,0,3,2,2,2,2,2,2,0,1,0,2,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,1,2,2,2,1,2,0,2,1,1,2,2,2,0,0,2,1,2,1,1,3,3,3,2,2,4,3,0,3,4,3,0,2,2,4,3,4,1,2,0,2,1,2,1,2,4,2,6,6,3,1,3,5,7,7,3,3,5,1,2,1,7,6,7,1,5,3,2,3,6,5,8,0,0,7,8,8,3,9,5,0,9,1,1,4,8,3,8,0,10,10,9,5,2,10,2,4,1,4,1,4,10,2,5,3,5,7,9,9,6,11,2,3,13
169,Stop_169,68000,1000,1090,21,1,4,15,4,5,5,9,1,3,4,11,1,5,6,15,10,15,6,11,15,4,11,14,7,8,7,8,13,6,1,10,1,2,13,8,9,8,5,1,9,8,12,7,3,6,9,6,5,1,2,2,4,3,1,10,11,8,2,1,0,2,8,5,1,7,0,1,10,4,6,2,6,7,6,9,3,3,7,3,6,7,4,4,5,0,1,6,0,6,2,6,7,4,6,1,2,1,1,2,7,3,5,5,1,1,1,6,2,1,4,1,0,2,0,1,3,0,3,1,1,3,3,4,1,0,2,0,4,2,3,2,2,3,1,1,1,3,3,2,1,1,1,1,2,0,1,0,0,1,2,0,2,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,2,1,1,0,1,2,1,0,2,2,0,3,1,2,3,3,3,3,0,1,2,1,1,3,2,4,3,1,3,3,4,2,1,2,2,4,2,3,1,3,3,5,2,5,4,1,1,2,2,1,3,4,4,0,2,2,7,3,7,2,5,4,2,4,1,0,8,4,0,1,2,2,4,6,9,6,4,3,4,6,4,5,3,9,7,0,4,1,5,3,3,10,8,6,3,9,7,8,7,6,5,8,8,12,2,4,1,11,2,1,4,2,13,13
170,Stop_170,68400,1000,1163,3,13,15,3,10,1,12,16,12,3,3,12,13,10,7,13,9,6,6,7,7,8,1,5,5,2,8,3,5,12,11,6,12,11,1,4,5,8,1,2,10,3,2,4,10,12,10,10,11,12,10,9,10,7,3,8,8,8,5,1,6,8,5,7,1,2,7,7,1,2,5,7,3,1,9,5,8,6,1,6,6,5,6,6,2,3,3,5,5,7,2,1,3,4,6,1,3,7,1,4,4,2,2,3,1,6,2,6,3,1,3,3,4,2,4,2,5,4,4,4,4,2,2,0,3,3,1,0,3,2,3,1,2,2,0,2,1,2,2,3,3,3,2,0,1,2,2,0,2,2,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,1,1,1,1,1,0,2,2,2,2,0,1,1,0,0,1,1,4,3,3,2,1,2,2,1,1,1,1,2,2,4,5,5,3,4,5,4,5,0,3,5,4,6,3,6,2,6,2,4,3,5,2,1,3,1,7,5,5,7,2,2,4,4,1,6,6,3,8,1,6,7,2,5,0,6,3,5,8,6,8,0,5,10,4,8,1,2,3,7,9,3,3,7,5,2,5,0,8,4,2,10,5,2,3,4,11,9,1,10,1,18
171,Stop_171,68800,1000,1120,18,17,3,4,11,1,11,2,6,14,6,7,2,13,1,14,4,0,1,12,13,12,12,7,13,14,1,0,0,14,4,9,7,6,1,0,8,12,13,9,7,6,7,4,8,6,1,7,11,6,3,5,6,9,4,5,5,7,2,5,0,11,2,8,1,9,4,0,1,5,2,9,3,3,7,3,0,7,0,0,1,3,3,4,4,2,7,6,2,0,5,3,8,5,0,3,3,2,2,6,3,5,4,3,5,6,6,0,5,3,0,6,2,1,2,1,4,1,0,4,1,3,0,4,2,3,4,2,3,3,1,1,1,3,1,0,2,3,2,1,1,1,3,0,1,1,1,2,1,0,2,2,1,0,0,1,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,2,1,0,1,0,2,2,2,2,2,0,2,3,1,3,3,4,2,3,4,1,1,1,4,2,2,1,3,3,3,1,4,4,1,4,0,6,1,3,6,2,5,0,1,1,5,2,1,6,1,5,6,1,6,4,1,3,4,6,2,1,7,8,2,6,8,4,4,1,1,4,8,9,5,1,1,9,0,4,7,3,4,9,1,1,3,7,10,8,4,6,7,1,11,3,5,0,2,5,11,9,10,12,11,3,12,10,2,19
172,Stop_172,69200,1000,1143,3,17,4,6,1,6,10,8,15,12,7,1,16,8,15,15,10,2,11,9,9,5,12,4,11,12,14,3,9,8,4,12,4,14,6,1,1,6,6,5,10,8,3,7,4,9,6,8,8,11,1,2,9,1,8,2,2,3,8,1,0,7,10,7,9,6,6,3,7,8,8,1,4,1,9,8,4,8,1,7,1,2,2,7,6,3,6,4,4,0,1,1,3,7,6,6,1,0,7,1,1,1,1,7,1,3,5,6,3,6,0,1,1,4,4,5,5,2,4,3,4,1,3,0,1,2,3,2,3,2,0,2,3,2,1,2,3,1,1,2,0,3,2,3,2,2,1,0,0,1,0,1,0,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,0,1,2,1,1,1,2,2,1,1,1,2,2,2,3,0,1,2,2,2,1,0,3,2,0,3,1,3,4,0,3,3,4,0,5,1,1,0,5,5,3,3,1,5,2,3,3,5,3,4,5,2,4,2,7,6,5,3,4,3,4,4,2,8,7,5,7,1,4,6,3,8,7,3,2,2,4,9,9,4,5,7,2,1,3,2,6,2,5,6,3,1,4,7,11,3,1,9,4,4,6,4,5,5,9,6,11,2,3,3,0,11
173,Stop_173,69600,1000,1134,1,11,12,2,0,14,3,7,11,1,8,0,15,10,12,13,13,8,15,6,2,1,4,5,1,7,14,3,5,3,6,14,11,9,10,11,5,6,12,6,6,4,6,0,3,4,7,12,5,9,11,1,11,7,8,6,5,8,5,3,3,1,0,3,8,4,8,7,9,4,4,4,7,6,8,5,6,8,9,3,2,9,0,4,8,3,2,1,2,1,5,8,2,8,7,2,5,4,5,1,2,5,1,3,1,2,1,4,1,5,0,5,4,6,3,3,5,1,2,5,4,3,1,4,5,4,0,0,4,4,3,4,3,0,3,1,2,1,0,2,3,2,2,1,2,2,2,1,1,1,1,0,0,0,1,1,2,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,1,1,1,2,2,1,1,0,2,0,1,1,0,2,1,0,1,1,2,3,1,4,2,0,3,2,4,4,2,1,3,3,4,2,2,3,4,0,4,5,1,5,4,3,4,4,2,4,5,5,3,4,2,1,1,7,6,7,2,1,1,2,7,2,7,7,3,5,6,2,4,2,7,3,5,7,3,3,4,8,6,3,3,0,8,6,6,8,7,6,4,5,10,5,2,6,5,2,5,4,5,10,12,3,4,3,6,8,5,0
174,Stop_174,70000,1000,1137,2,2,3,2,8,4,16,13,2,9,10,1,12,3,5,3,11,14,6,14,14,11,12,13,6,0,12,3,5,11,6,2,13,7,8,2,9,7,11,4,11,7,3,11,4,4,1,0,3,1,0,8,6,12,8,8,2,5,3,1,3,2,8,2,7,5,5,1,3,5,5,7,4,8,9,8,10,9,2,4,1,9,5,8,8,7,3,2,3,3,3,1,7,2,0,6,3,8,3,2,6,4,5,1,4,2,4,6,0,0,6,0,5,6,1,5,1,2,2,5,5,1,4,4,2,5,1,2,4,3,2,2,3,4,2,1,4,0,3,1,1,0,2,1,1,2,2,0,1,1,1,1,1,2,1,1,1,1,1,1,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,2,1,1,1,1,2,0,2,2,1,1,2,3,3,2,3,3,3,2,1,3,2,3,2,0,2,1,4,3,2,0,2,2,3,3,3,3,2,5,2,1,3,3,4,1,4,6,3,3,1,4,4,5,2,6,6,5,1,1,3,4,7,0,5,6,8,7,3,1,1,6,1,8,7,4,8,8,8,9,5,4,3,9,5,1,1,8,5,7,2,8,1,0,2,3,1,6,6,1,2,10,8,9,9,2,0,7,4,23
175,Stop_175,70400,1000,1090,13,4,15,6,4,5,3,16,6,4,15,10,13,2,5,8,2,13,0,3,11,7,9,11,7,8,3,4,2,7,9,12,9,2,10,13,1,7,9,6,1,9,9,0,6,9,3,4,9,9,9,2,9,8,1,0,6,5,3,11,4,5,5,4,9,4,5,1,5,5,7,2,4,1,5,9,7,7,0,6,1,7,2,2,6,5,5,6,3,6,0,5,3,2,6,0,0,7,1,3,6,0,6,4,6,6,5,2,2,3,5,2,0,6,5,4,6,2,3,2,4,2,5,1,2,3,2,4,1,3,4,2,1,1,4,2,0,1,2,2,3,2,3,1,3,1,1,2,1,2,0,2,0,1,2,1,1,2,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,1,1,1,2,2,1,0,1,1,2,2,3,1,3,1,1,1,1,3,0,1,2,3,0,3,0,4,2,3,0,3,1,1,2,2,4,2,5,2,3,5,3,4,3,3,6,1,4,1,6,2,4,4,2,3,5,2,7,6,4,3,2,6,3,5,2,2,8,3,4,3,2,8,4,9,3,4,5,6,3,2,1,7,4,3,8,2,2,5,4,9,10,1,5,9,3,7,7,8,3,7,7,4,1,5,1,0,0
176,Stop_176,70800,1000,1198,23,5,4,15,5,10,14,1,8,9,12,9,16,3,11,9,1,13,13,3,7,3,4,9,4,13,14,10,13,2,2,2,12,5,9,5,14,3,10,7,12,8,13,12,4,1,2,5,3,2,12,11,1,9,12,6,7,5,1,11,9,10,3,4,1,8,10,4,4,7,4,9,3,7,5,5,4,9,6,6,2,6,5,3,6,3,8,7,9,2,8,8,6,2,2,1,4,8,7,3,2,7,5,7,2,5,1,0,0,5,5,1,5,0,3,4,1,0,3,3,5,3,4,5,3,3,3,4,3,2,1,3,2,0,2,1,1,1,1,2,0,2,0,2,1,3,1,0,3,3,2,2,1,2,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,1,1,2,0,1,2,2,0,2,0,2,1,1,1,1,1,3,3,2,0,1,2,0,0,0,4,4,3,2,4,1,4,3,1,0,1,3,0,5,5,4,5,0,2,1,1,5,5,5,5,5,5,3,7,0,4,4,0,2,2,4,7,4,3,1,0,6,5,8,2,7,2,6,1,8,5,2,9,6,5,4,2,6,5,10,5,5,3,9,5,6,10,5,4,4,0,5,2,3,11,8,1,3,1,4,17
177,Stop_177,71200,1000,1251,17,9,17,13,9,1,11,3,6,14,10,14,12,0,13,6,15,4,6,8,3,8,1,12,1,4,8,4,5,10,7,14,7,8,12,5,7,13,7,7,14,6,0,9,12,5,6,6,9,3,5,0,3,3,12,4,6,7,6,10,4,4,5,1,4,11,8,9,3,11,9,9,0,9,3,4,8,1,1,8,6,1,8,7,4,7,3,8,6,5,6,6,2,1,7,3,1,1,6,3,2,5,1,3,4,2,5,4,3,6,2,5,1,2,6,2,4,2,2,5,0,3,2,1,1,4,3,1,3,2,1,1,2,2,2,2,3,3,3,3,3,0,1,0,3,1,1,2,3,2,1,1,2,0,2,1,2,2,0,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0,1,1,2,2,1,0,1,2,1,2,1,2,3,1,2,0,2,1,3,2,3,2,2,1,1,1,0,3,2,2,3,3,1,2,2,0,4,3,3,1,2,3,6,2,1,2,4,2,3,4,4,5,4,0,7,1,6,5,7,1,5,4,6,5,5,1,1,5,5,7,6,7,5,4,6,9,2,8,8,8,9,9,6,9,4,6,5,5,9,2,10,7,8,5,10,5,11,9,11,2,11,1,8,4,9,1,20
178,Stop_178,71600,1000,1249,15,13,12,16,14,13,11,5,16,2,12,14,15,3,10,9,1,12,15,7,8,10,14,2,7,5,8,2,1,4,11,10,5,13,2,14,13,11,4,12,6,2,7,12,4,6,10,12,10,7,3,3,10,1,6,10,5,3,4,9,2,8,9,1,8,10,4,4,7,2,8,5,0,9,3,6,6,3,6,0,3,5,7,6,4,6,5,4,6,6,8,0,1,1,1,2,7,6,8,6,5,5,2,7,4,1,3,4,4,7,6,0,0,1,5,4,4,3,4,6,0,1,2,1,4,1,2,4,1,1,2,1,2,1,3,2,3,2,3,2,0,2,2,3,2,2,1,1,0,1,2,2,2,1,1,2,2,0,1,1,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,1,1,1,2,2,1,2,1,2,1,1,1,2,2,1,3,1,3,0,1,1,0,2,4,1,1,3,1,4,4,2,2,3,4,3,5,1,5,3,0,2,3,3,1,3,1,5,6,3,3,1,1,0,1,3,6,6,1,1,7,4,5,0,4,4,6,6,1,1,7,4,2,2,6,6,8,2,6,5,9,7,6,6,7,8,1,5,10,9,5,0,2,10,10,3,8,6,9,10,9,11,4,1,10,24
179,Stop_179,72000,1000,1192,6,9,5,5,6,13,17,1,14,6,16,11,9,11,8,16,1,1,5,11,8,10,1,8,7,7,13,0,5,12,7,5,11,7,13,4,0,7,4,6,7,4,6,3,10,4,3,2,12,3,7,7,11,11,3,3,3,8,3,11,9,5,9,4,3,7,3,5,3,4,4,6,5,3,2,9,5,7,5,3,9,3,8,2,6,6,6,1,0,7,6,2,3,8,4,7,4,7,7,7,5,6,4,1,0,6,3,5,4,3,6,4,4,2,6,4,3,5,5,2,3,1,4,4,5,1,3,2,2,3,5,1,4,4,3,0,4,4,4,2,4,3,0,1,1,1,1,0,2,0,2,1,2,1,1,0,0,1,2,1,1,1,1,1,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,1,1,1,1,1,1,2,2,1,2,1,2,2,2,1,1,1,3,3,3,2,3,2,4,1,1,3,3,2,3,4,1,3,0,2,1,1,3,4,1,3,1,4,2,5,6,3,2,5,5,3,3,5,3,5,6,4,6,7,5,5,1,5,7,3,7,5,8,1,1,4,1,5,1,7,6,2,6,5,2,6,5,1,10,0,4,2,6,0,0,6,6,9,7,9,5,1,4,4,10,9,11,11,4,14
180,Stop_180,72400,1000,1144,9,10,13,3,3,8,4,1,16,17,15,0,0,13,7,9,2,3,6,12,6,11,14,16,16,6,10,6,11,9,11,3,0,2,11,14,1,10,2,3,7,13,0,3,5,3,8,9,8,13,4,4,5,2,2,8,2,0,2,3,8,10,3,8,7,0,10,1,5,8,7,7,4,3,10,3,7,3,10,1,5,0,5,1,6,7,8,1,5,6,4,6,3,8,9,0,8,5,8,3,1,1,7,2,6,4,3,6,6,2,1,0,4,3,6,1,1,4,6,1,5,1,5,4,1,2,0,4,4,3,2,4,3,4,3,0,2,1,2,2,0,3,2,1,1,2,1,1,2,0,2,1,2,2,1,1,0,1,0,1,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,1,1,0,0,1,0,1,1,2,2,1,2,1,2,1,1,1,3,0,3,3,2,1,4,1,3,0,3,4,1,0,3,3,1,2,4,5,3,1,3,3,2,5,3,4,1,2,5,4,4,6,1,6,1,5,3,2,4,7,3,4,5,2,6,2,4,7,4,7,3,4,4,4,0,5,3,7,5,2,1,4,7,6,8,10,8,5,5,7,5,7,7,1,0,5,6,7,6,6,9,5,9,12
181,Stop_181,72800,1000,1163,22,13,8,4,1,4,6,17,1,8,5,12,9,14,12,4,15,3,8,6,16,6,13,4,1,0,14,3,9,12,8,13,2,6,15,5,8,11,11,12,1,9,2,12,12,0,11,1,6,8,2,9,8,8,5,10,2,10,6,1,3,8,3,6,7,1,1,7,1,11,1,6,6,3,6,4,7,9,0,3,8,6,9,1,10,1,7,8,7,1,6,1,6,8,5,6,6,1,7,6,4,3,4,1,7,2,6,6,5,5,7,1,0,5,6,7,4,6,5,5,2,0,0,0,4,2,1,2,4,2,1,2,2,1,2,3,3,4,0,2,0,3,2,1,2,2,3,1,1,2,3,0,1,2,1,1,0,1,0,2,1,1,2,1,2,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,0,0,2,2,1,1,0,1,2,2,1,2,1,1,2,1,1,1,1,1,2,3,3,2,1,3,2,2,1,1,1,3,4,1,1,2,3,4,4,4,3,4,3,4,5,4,1,4,2,1,3,3,4,5,4,5,7,5,4,1,5,6,3,6,2,4,0,2,7,1,8,0,4,1,0,9,8,4,6,0,5,6,2,4,1,5,1,3,3,8,4,3,3,6,5,11,2,3,3,4,6,14
